"event_key","event_name","event_week","event_start_date","event_end_date","event_type","match_key","match_comp_level","match_set","match_number","red1","red2","red3","red_score","red_score_breakdown","blue1","blue2","blue3","blue_score","blue_score_breakdown"
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qm72","qm","1","72","frc1836","frc4319","frc4338","50","","frc3388","frc4708","frc4784","10",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qm73","qm","1","73","frc1576","frc1577","frc4757","26","","frc1952","frc2213","frc2217","94",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qm74","qm","1","74","frc1943","frc2231","frc3075","29","","frc2630","frc3835","frc4406","25",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf1m1","qf","1","1","frc1574","frc1952","frc3835","61","","frc1836","frc2212","frc4338","60",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf1m2","qf","1","2","frc1574","frc1952","frc3835","101","","frc1836","frc2212","frc4338","39",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf2m1","qf","2","1","frc2213","frc3388","frc4661","61","","frc1690","frc1937","frc4590","56",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf2m2","qf","2","2","frc2213","frc3388","frc4661","58","","frc1690","frc1937","frc4590","71",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf2m3","qf","2","3","frc2213","frc3388","frc4661","58","","frc1690","frc1937","frc4590","86",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf3m1","qf","3","1","frc1577","frc2630","frc4320","117","","frc1576","frc3316","frc4708","43",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf3m2","qf","3","2","frc1577","frc2630","frc4320","80","","frc1576","frc3316","frc4708","38",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf4m1","qf","4","1","frc1573","frc1942","frc3339","45","","frc2231","frc3065","frc3211","73",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_qf4m2","qf","4","2","frc1573","frc1942","frc3339","45","","frc2231","frc3065","frc3211","65",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_sf1m1","sf","1","1","frc1574","frc1952","frc3835","86","","frc1690","frc1937","frc4590","60",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_sf1m2","sf","1","2","frc1574","frc1952","frc3835","62","","frc1690","frc1937","frc4590","57",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_sf2m1","sf","2","1","frc1577","frc2630","frc4320","77","","frc2231","frc3065","frc3211","57",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_sf2m2","sf","2","2","frc1577","frc2630","frc4320","90","","frc2231","frc3065","frc3211","58",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_f1m1","f","1","1","frc1574","frc1952","frc3835","58","","frc1577","frc2630","frc4320","24",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_f1m2","f","1","2","frc1574","frc1952","frc3835","30","","frc1577","frc2630","frc4320","66",""
"2013ista","Israel","1","2013-03-10","2013-03-12","Regional","2013ista_f1m3","f","1","3","frc1574","frc1952","frc3835","70","","frc1577","frc2630","frc4320","96",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm1","qm","1","1","frc1002","frc1311","frc2918","10","","frc1319","frc4188","frc4749","59",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm2","qm","1","2","frc3091","frc3344","frc343","22","","frc1795","frc4163","frc4459","10",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm3","qm","1","3","frc4193","frc4240","frc4566","11","","frc3581","frc4195","frc624","50",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm4","qm","1","4","frc4148","frc4621","frc4701","4","","frc1414","frc3224","frc4516","3",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm5","qm","1","5","frc4080","frc4149","frc4452","62","","frc3139","frc4510","frc832","16",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm6","qm","1","6","frc1261","frc2415","frc4026","81","","frc1877","frc3651","frc4730","3",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm7","qm","1","7","frc1648","frc281","frc3329","65","","frc3573","frc3635","frc4509","21",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm8","qm","1","8","frc1683","frc4112","frc590","20","","frc2973","frc3600","frc3694","24",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm9","qm","1","9","frc1379","frc1746","frc3489","64","","frc2974","frc3265","frc4235","43",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm10","qm","1","10","frc1127","frc1466","frc3318","47","","frc3815","frc4189","frc4468","7",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm11","qm","1","11","frc2415","frc3344","frc4195","6","","frc1002","frc3091","frc4516","9",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm12","qm","1","12","frc1877","frc3224","frc4188","33","","frc4148","frc4163","frc4240","0",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm13","qm","1","13","frc3573","frc3651","frc4566","12","","frc1319","frc1795","frc3694","64",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm14","qm","1","14","frc1414","frc3265","frc624","45","","frc1648","frc3600","frc4749","44",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm15","qm","1","15","frc2973","frc4510","frc4621","0","","frc1127","frc2974","frc3139","25",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm16","qm","1","16","frc1311","frc343","frc4189","24","","frc1746","frc4149","frc4509","63",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm17","qm","1","17","frc4193","frc4730","frc590","0","","frc1379","frc281","frc4080","36",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm18","qm","1","18","frc1683","frc2918","frc3318","45","","frc1466","frc4459","frc832","13",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm19","qm","1","19","frc1261","frc3581","frc4452","92","","frc3489","frc3635","frc4112","39",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm20","qm","1","20","frc4026","frc4468","frc4701","50","","frc3329","frc3815","frc4235","10",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm21","qm","1","21","frc1002","frc3573","frc3600","30","","frc2973","frc4149","frc4189","18",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm22","qm","1","22","frc1746","frc281","frc3694","23","","frc1414","frc1877","frc4510","0",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm23","qm","1","23","frc3139","frc4509","frc4730","2","","frc3091","frc4148","frc4749","27",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm24","qm","1","24","frc2918","frc343","frc3651","28","","frc2974","frc4240","frc4452","122",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm25","qm","1","25","frc4112","frc4163","frc4235","12","","frc1311","frc2415","frc4193","12",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm26","qm","1","26","frc1648","frc4188","frc624","89","","frc1127","frc1795","frc4026","28",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm27","qm","1","27","frc1319","frc3635","frc4516","33","","frc3489","frc3815","frc832","39",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm28","qm","1","28","frc1683","frc3265","frc4459","22","","frc4080","frc4566","frc4621","21",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm29","qm","1","29","frc1261","frc3329","frc4701","37","","frc1379","frc3318","frc3344","12",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm30","qm","1","30","frc1466","frc3581","frc4468","18","","frc3224","frc4195","frc590","1",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm31","qm","1","31","frc3091","frc3600","frc4193","14","","frc3651","frc4026","frc4452","34",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm32","qm","1","32","frc3139","frc3815","frc4112","34","","frc1002","frc1414","frc4240","11",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm33","qm","1","33","frc4163","frc4189","frc4749","42","","frc3635","frc3694","frc4080","28",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm34","qm","1","34","frc4148","frc4459","frc624","61","","frc1261","frc3573","frc832","32",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm35","qm","1","35","frc3318","frc3489","frc4510","55","","frc2415","frc343","frc4621","135",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm36","qm","1","36","frc1379","frc1795","frc1877","24","","frc1311","frc2973","frc3224","24",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm37","qm","1","37","frc1648","frc4149","frc4195","64","","frc2918","frc4235","frc4730","16",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm38","qm","1","38","frc281","frc4188","frc4516","27","","frc1466","frc3265","frc3329","22",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm39","qm","1","39","frc2974","frc3344","frc4509","123","","frc4468","frc4566","frc590","8",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm40","qm","1","40","frc1127","frc1319","frc1746","76","","frc1683","frc3581","frc4701","60",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm41","qm","1","41","frc3651","frc4148","frc832","8","","frc1379","frc3815","frc4621","6",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm42","qm","1","42","frc1414","frc3489","frc4080","54","","frc2918","frc3091","frc4026","37",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm43","qm","1","43","frc3694","frc4240","frc4459","0","","frc1002","frc1466","frc4149","32",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm44","qm","1","44","frc2415","frc2973","frc4566","62","","frc3329","frc343","frc4188","39",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm45","qm","1","45","frc1127","frc3573","frc4452","53","","frc3344","frc4235","frc590","11",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm46","qm","1","46","frc1683","frc3635","frc4195","21","","frc1311","frc3139","frc3265","56",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm47","qm","1","47","frc1746","frc4163","frc4193","42","","frc1261","frc1319","frc4509","105",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm48","qm","1","48","frc281","frc4112","frc4189","70","","frc1648","frc3224","frc4701","37",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm49","qm","1","49","frc4468","frc4510","frc4749","30","","frc1795","frc3600","frc4516","40",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm50","qm","1","50","frc3318","frc3581","frc4730","14","","frc1877","frc2974","frc624","95",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm51","qm","1","51","frc1379","frc3694","frc4195","26","","frc343","frc3635","frc4026","56",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm52","qm","1","52","frc1127","frc2415","frc3265","49","","frc1414","frc4193","frc832","15",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm53","qm","1","53","frc3224","frc3815","frc4509","46","","frc2973","frc4452","frc4459","52",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm54","qm","1","54","frc1261","frc1311","frc4749","66","","frc3091","frc4566","frc4701","16",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm55","qm","1","55","frc1466","frc3344","frc4510","30","","frc1319","frc4112","frc4730","97",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm56","qm","1","56","frc1795","frc4149","frc4235","36","","frc1683","frc281","frc4148","54",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm57","qm","1","57","frc1877","frc4468","frc4621","0","","frc1002","frc1648","frc4080","84",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm58","qm","1","58","frc3581","frc4516","frc590","32","","frc3318","frc3651","frc4163","14",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm59","qm","1","59","frc2974","frc3489","frc3573","59","","frc3600","frc4188","frc4240","37",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm60","qm","1","60","frc3139","frc3329","frc624","98","","frc1746","frc2918","frc4189","70",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm61","qm","1","61","frc1127","frc281","frc832","25","","frc343","frc4195","frc4749","46",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm62","qm","1","62","frc1319","frc3224","frc4468","25","","frc1261","frc3265","frc4149","66",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm63","qm","1","63","frc1414","frc1466","frc4452","58","","frc1002","frc1379","frc4163","16",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm64","qm","1","64","frc4026","frc4240","frc4516","34","","frc1683","frc2973","frc4509","47",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm65","qm","1","65","frc3329","frc4148","frc590","2","","frc1311","frc4510","frc624","114",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm66","qm","1","66","frc2918","frc4112","frc4621","25","","frc1877","frc3091","frc3573","27",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm67","qm","1","67","frc1648","frc3318","frc4193","55","","frc3489","frc3694","frc4566","82",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm68","qm","1","68","frc3139","frc4189","frc4235","28","","frc3344","frc3651","frc4188","37",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm69","qm","1","69","frc2974","frc3600","frc4730","64","","frc3635","frc4459","frc4701","28",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm70","qm","1","70","frc1795","frc3815","frc4080","73","","frc1746","frc2415","frc3581","85",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm71","qm","1","71","frc1002","frc4509","frc624","136","","frc1379","frc3224","frc4510","6",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm72","qm","1","72","frc1877","frc4149","frc4749","26","","frc3329","frc3489","frc4193","53",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm73","qm","1","73","frc1466","frc4163","frc4566","16","","frc3139","frc3573","frc4026","61",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm74","qm","1","74","frc2973","frc3091","frc4235","39","","frc3265","frc3318","frc3635","22",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm75","qm","1","75","frc1311","frc3600","frc832","28","","frc1648","frc3344","frc3581","67",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm76","qm","1","76","frc1746","frc3651","frc4516","33","","frc1127","frc4112","frc4459","21",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm77","qm","1","77","frc1319","frc4452","frc4701","114","","frc4080","frc4148","frc4195","40",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm78","qm","1","78","frc2918","frc2974","frc3694","18","","frc2415","frc281","frc3815","34",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm79","qm","1","79","frc1414","frc343","frc4730","37","","frc1683","frc4188","frc4468","85",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm80","qm","1","80","frc1261","frc4240","frc590","61","","frc1795","frc4189","frc4621","30",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm81","qm","1","81","frc3224","frc3635","frc4149","10","","frc1127","frc3344","frc4566","30",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm82","qm","1","82","frc1379","frc4459","frc4516","22","","frc1648","frc1877","frc3139","64",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm83","qm","1","83","frc1002","frc4026","frc4749","67","","frc1746","frc3318","frc4148","6",""
"2013gadu","Peachtree","2","2013-03-14","2013-03-16","Regional","2013gadu_qm84","qm","1","84","frc2973","frc3489","frc3651","37","","frc4163","frc4468","frc624","105",""
